dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,compile_attempt_1,build_guards,gc,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.precompile,async_compile.wait,TritonBundler.collect,cudagraphify.get_container,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,compile_attempt_2,CUDAGraphNode.record
cuda,AllenaiLongformerBase,4,8.398489,6.541405,5.535283,3.429936,0.277889,0.523923,0.870966,1.521835,0.221996,0.005869,0.090284,2.301618,0.119410,0.117002,0.019311,0.000419,0.002914,0.000309,1.169529,0.037105,1.019984,0.501322,0.001422,0.003550,0.071127,0.000513,0.511995,0.510316,0.037154,0.040572,0.000344,0.000174,0.000241,0.000643,0.000138,0.000117,0.002920,0.005611,0.000258,0.000434,0.001625,0.000241,0.000288,0.000166,0.000156,0.070516,0.294663,0.294320,0.227586,0.058575,0.011134,0.163723,0.006834,0.098257,0.014104,0.055292,0.001564,0.005800,0.056110,0.002199,0.000814,0.008890,0.066031,0.012126,0
cuda,AllenaiLongformerBase,4,50.082152,48.205930,5.376938,3.632441,0.278896,0.194711,0.510712,1.598737,0.234447,0.003621,0.091836,44.142485,0.115968,0.113699,0.019847,0.000437,0.002888,0.000311,43.085462,4.928044,24.012753,1.482676,0.210802,0.118629,0.626839,0.004958,22.174727,22.149594,2.379672,3.402508,0.011291,0.001231,0.000398,0.107881,0.000322,0.000236,0.207379,0.108009,0.006387,0.009981,2.708697,0.000512,0.007033,0.000340,0.000304,3.729700,11.658921,11.658259,11.537825,4.086669,0.728429,7.430246,0.121680,0.115055,0.020870,0.065135,0.011808,0.006147,0.690270,0.016909,0,0,0,0,0
cuda,AllenaiLongformerBase,4,8.665998,6.906659,5.522519,3.376564,0.282206,0.566566,0.888083,1.477888,0.234817,0.006211,0.095412,2.567406,0.116740,0.114362,0.019180,0.000418,0.002884,0.000306,1.377521,0.060203,1.168451,0.460639,0.001542,0.004723,0.031319,0.000649,0.698836,0.697179,0.079768,0.070953,0.000411,0.000178,0.000254,0.000700,0.000147,0.000119,0.022657,0.005418,0.000284,0.000526,0.005779,0.000221,0.000482,0.000182,0.000179,0.085566,0.382699,0.382365,0.316067,0.072615,0.014728,0.238105,0.008218,0.097902,0.016088,0.051837,0.001973,0.006077,0.058065,0.002232,0.000777,0.009003,0.025392,0,0
cuda,XGLMForCausalLM,8,21.123434,20.922112,2.637455,1.065698,0.145921,0.229439,0.496222,0.037689,18.147029,0.116409,0.114361,0.011620,0.000139,0.001582,0.000075,16.985185,1.449173,11.191012,0.842170,0.030537,0.045433,0.576398,0.005148,10.204288,10.190871,0.898901,2.243887,0.005610,0.000509,0.000164,0.009433,0.000082,0.000068,0.313637,0.573551,0.004160,0.006860,0.212220,0.000173,0.004056,0.000106,0.000082,2.103635,3.987455,3.987274,3.886591,1.148014,0.435630,2.717183,0.114182,0.097437,0.069271,0.004071,0.184482,0.000368,0.005511,0.159557,0.009994,0,0,0,0,0,0,0
cuda,XGLMForCausalLM,8,20.530674,20.331505,2.536458,0.958126,0.145317,0.541776,0.809005,0.038535,17.656128,0.117384,0.115474,0.011929,0.000134,0.001652,0.000075,16.463689,1.238994,10.934624,0.857728,0.030814,0.046134,0.591336,0.005146,9.930843,9.917283,0.769342,2.141446,0.004787,0.000501,0.000214,0.008900,0.000082,0.000059,0.319001,0.584291,0.003390,0.005868,0.210054,0.000170,0.003416,0.000101,0.000080,2.192612,3.903869,3.903676,3.863588,1.034815,0.327463,2.808010,0.115534,0.036781,0.009523,0.002661,0.182119,0.000281,0.007301,0.009661,0,0,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,8.247025,8.193905,0.939991,0.489043,0.038168,0.039350,0.105038,0.011729,7.228552,0.117489,0.115730,0.006786,0.000029,0.000626,0.000020,6.685657,0.600164,4.479685,0.401872,0.007771,0.031661,0.209340,0.002077,4.077064,4.072666,0.425654,0.784815,0.002838,0.000182,0.000036,0.001343,0.000018,0.000010,0.030075,0.153054,0.001424,0.002321,0.359645,0.000104,0.001378,0.000040,0.000026,0.648770,2.052496,2.052448,1.475259,0.576501,0.331584,0.893147,0.043096,0.576245,0.565904,0.006734,0.003510,0.046603,0.000940,0.005235,0.385564,0.013095,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,8.835296,8.783911,1.095116,0.534399,0.046363,0.054329,0.135072,0.015143,7.658488,0.139789,0.137943,0.007869,0.000041,0.000858,0.000029,7.066784,0.566193,4.631614,0.406274,0.007736,0.032280,0.213217,0.002031,4.224557,4.220139,0.370406,0.844051,0.002320,0.000191,0.000042,0.001525,0.000023,0.000010,0.032948,0.524045,0.001240,0.002014,0.038324,0.000085,0.001310,0.000038,0.000027,0.799476,2.044898,2.044844,1.466289,0.580686,0.319981,0.879731,0.045860,0.577502,0.566841,0.006926,0.003526,0.045291,0.000183,0.005373,0.394528,0.015253,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,49.660280,47.847050,5.350978,3.367667,0.278964,0.129616,0.446655,1.566130,0.212736,0.005289,0.093377,43.871145,0.115094,0.113132,0.017403,0.000097,0.002675,0.000079,42.954417,4.976392,24.560541,2.269537,0.214790,0.899471,0.613664,0.004656,22.286535,22.263008,2.411507,3.457269,0.011710,0.000914,0.000097,0.110566,0.000086,0.000041,0.209837,0.106697,0.006355,0.010305,2.762228,0.000273,0.007091,0.000130,0.000100,3.780586,11.787543,11.787396,11.669462,4.107478,0.742242,7.543803,0.127019,0.115699,0.020405,0.066628,0.010490,0.005848,0.705110,0.010691,0,0,0,0,0
cuda,AllenaiLongformerBase,4,50.631069,48.567540,5.481164,3.729181,0.289243,0.144763,0.472847,1.813105,0.214168,0.005360,0.095894,44.698377,0.116643,0.114734,0.017387,0.000093,0.002746,0.000078,43.771496,5.013434,24.442725,1.478669,0.212462,0.120037,0.616420,0.004748,22.959423,22.936866,2.412647,3.407932,0.011760,0.000951,0.000090,0.108455,0.000101,0.000039,0.211901,0.108124,0.006303,0.009812,2.714186,0.000262,0.007235,0.000133,0.000103,3.835091,12.463603,12.463444,12.080333,4.387044,0.750665,7.675301,0.126747,0.380442,0.286026,0.066293,0.010445,0.138420,0.721939,0.018806,0,0,0,0,0
cuda,BartForCausalLM,4,8.488365,8.381330,1.032642,0.446078,0.057876,0.089013,0.247958,0.016864,7.302629,0.117782,0.116226,0.006663,0.000028,0.000751,0.000021,6.493742,0.575353,4.231030,0.496003,0.012537,0.019945,0.312111,0.001962,3.733932,3.380391,0.404079,0.463469,0.002341,0.000188,0.000038,0.003509,0.000019,0.000011,0.031723,0.151251,0.001364,0.002560,0.038723,0.000085,0.001401,0.000037,0.000027,0.640509,1.472996,1.472946,1.261428,0.350969,0.109692,0.900314,0.048029,0.210445,0.194972,0.003796,0.002221,0.101050,0.000298,0.007071,0.143060,0.005132,0,0,0,0,0,0
cuda,BartForCausalLM,4,8.182674,8.074061,0.962395,0.382360,0.056392,0.091106,0.250710,0.018032,7.063637,0.116398,0.114889,0.006728,0.000029,0.000787,0.000022,6.288585,0.448858,4.206778,0.852668,0.012424,0.019873,0.301703,0.001961,3.353040,3.345806,0.336783,0.453840,0.002380,0.000183,0.000035,0.003478,0.000020,0.000010,0.030908,0.149980,0.001387,0.002620,0.039636,0.000089,0.001431,0.000037,0.000027,0.754853,1.408630,1.408577,1.199716,0.332290,0.091104,0.857120,0.048475,0.207815,0.192911,0.003722,0.002154,0.100508,0.000811,0.007138,0.143260,0.005127,0,0,0,0,0,0
cuda,BertForMaskedLM,16,8.361010,8.219962,1.101407,0.435010,0.052813,0.092079,0.284964,0.013874,7.069613,0.115942,0.114312,0.006440,0.000029,0.000679,0.000020,6.289376,0.536492,4.200109,0.897370,0.007767,0.031497,0.345357,0.002141,3.301724,3.294588,0.408949,0.464481,0.002812,0.000171,0.000035,0.000835,0.000017,0.000010,0.031929,0.154467,0.001541,0.002800,0.037938,0.000091,0.001534,0.000036,0.000026,0.627459,1.380425,1.380379,1.216602,0.357430,0.116225,0.848495,0.050459,0.162756,0.146867,0.002528,0.132896,0.000057,0.006495,0.131913,0.005429,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,8.261106,8.130463,1.034499,0.374618,0.051626,0.095532,0.284867,0.014720,7.046997,0.115072,0.113409,0.006475,0.000031,0.000698,0.000021,6.227591,0.400226,4.305647,1.005013,0.007805,0.392472,0.452001,0.002175,3.299625,3.292207,0.332347,0.461389,0.002757,0.000192,0.000036,0.000860,0.000017,0.000012,0.033109,0.157326,0.001583,0.002767,0.039208,0.000088,0.001578,0.000036,0.000028,0.755975,1.335968,1.335921,1.176308,0.344575,0.095930,0.821611,0.050364,0.158563,0.143118,0.002277,0.122149,0.000534,0.006673,0.073991,0.005272,0,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,15.419991,15.227788,1.937670,0.742124,0.108034,0.149499,0.412062,0.029094,13.209950,0.116779,0.114898,0.008739,0.000026,0.001362,0.000022,12.126920,1.058027,8.089091,0.638502,0.024932,0.036637,0.406661,0.003604,7.448727,7.436998,1.085655,0.856509,0.004419,0.000354,0.000033,0.006713,0.000019,0.000010,0.039699,0.292687,0.002596,0.004666,0.074090,0.000079,0.002691,0.000038,0.000027,1.209295,3.538273,3.538223,2.563533,0.790745,0.341298,1.752573,0.102566,0.973191,0.946481,0.007555,0.003167,0.178607,0.000176,0.005696,0.143291,0.009600,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,15.480110,14.774859,1.977087,0.649634,0.110504,0.151955,0.437311,0.032482,12.715658,0.117766,0.116178,0.009586,0.000027,0.001545,0.000022,11.581156,0.885981,7.669414,0.661674,0.025183,0.036852,0.424256,0.003640,7.005757,6.993780,0.654338,1.279243,0.004377,0.000347,0.000042,0.006682,0.000021,0.000010,0.041156,0.734379,0.002647,0.004683,0.073588,0.000087,0.002661,0.000041,0.000029,1.433597,2.870220,2.870168,2.394201,0.722307,0.262496,1.653040,0.100104,0.474487,0.445721,0.010960,0.003350,0.694094,0.000495,0.005596,0.182457,0.009610,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,20.962090,20.746827,2.418063,1.203843,0.157309,0.154591,0.461017,0.041814,18.225604,0.115553,0.114007,0.014032,0.000029,0.002044,0.000023,17.074582,1.388792,11.622063,0.876490,0.030985,0.063497,0.589271,0.005248,10.743356,10.729465,0.956164,2.414004,0.006940,0.000462,0.000038,0.011070,0.000025,0.000011,0.335931,0.602017,0.004212,0.051527,0.210251,0.000122,0.004118,0.000043,0.000029,1.558501,4.950360,4.950290,4.534807,1.748810,0.345660,2.765207,0.110646,0.413968,0.383042,0.007892,0.003297,0.197153,0.000114,0.005248,0.156117,0.010202,0,0,0,0,0,0
cuda,DebertaV2ForMaskedLM,2,20.664493,20.444076,2.233289,1.055715,0.152606,0.152781,0.447155,0.040324,18.108998,0.114533,0.113101,0.013547,0.000028,0.002039,0.000021,16.930841,1.101334,12.405556,1.244581,0.029686,0.062256,0.606521,0.005162,11.158837,11.145555,0.972386,2.713583,0.006406,0.000634,0.000035,0.013270,0.000026,0.000012,0.422976,0.696345,0.004165,0.059740,0.239634,0.000113,0.004303,0.000051,0.000026,2.017557,4.574377,4.574326,4.337946,1.559714,0.294857,2.756208,0.114590,0.234422,0.202704,0.004178,0.003832,0.198599,0.000515,0.005429,0.115870,0.010291,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.321135,5.244725,0.656409,0.291938,0.024533,0.061718,0.166696,0.007904,4.559937,0.116455,0.114919,0.005109,0.000027,0.000376,0.000019,3.906786,0.329180,2.607750,0.326569,0.004451,0.028334,0.152290,0.001298,2.280530,2.276918,0.249526,0.260286,0.001572,0.000103,0.000035,0.000616,0.000016,0.000010,0.025578,0.079836,0.000813,0.001422,0.021822,0.000088,0.000911,0.000035,0.000027,0.369815,1.167220,1.167174,1.139902,0.241325,0.072626,0.891321,0.335898,0.026124,0.015805,0.003977,0.002786,0.070648,0.001100,0.005870,0.257137,0.021023,0,0,0,0,0,0
cuda,DistilBertForMaskedLM,128,5.320501,5.246313,0.632432,0.259123,0.024831,0.066001,0.172317,0.008790,4.584690,0.116402,0.114436,0.005248,0.000027,0.000420,0.000021,3.927094,0.216657,2.758625,0.334283,0.003870,0.029478,0.159656,0.001245,2.423698,2.420299,0.193310,0.259891,0.001242,0.000107,0.000036,0.000686,0.000018,0.000010,0.025383,0.080696,0.000693,0.001342,0.021106,0.000084,0.000753,0.000033,0.000026,0.423883,1.309675,1.309619,0.764034,0.212750,0.056405,0.544476,0.028679,0.544685,0.535100,0.004088,0.002539,0.069138,0.000668,0.005490,0.190641,0.016945,0,0,0,0,0,0
cuda,DistillGPT2,16,7.766725,2.655356,2.899399,1.315616,0.142631,0.115372,0.399113,4.967266,0.123383,0.003111,0.014745,4.667081,0.116405,0.114632,0.007126,0.000055,0.000672,0.000038,4.043724,0.277489,3.067281,0.729251,0.005907,0.016470,0.221696,0.001273,2.337241,2.333286,0.212435,0.244453,0.001116,0.000128,0.000060,0.001441,0.000034,0.000018,0.022822,0.073256,0.000687,0.001346,0.019479,0.000133,0.000771,0.000059,0.000050,0.351388,1.317495,1.317401,0.897014,0.275562,0.102536,0.614079,0.028355,0.418955,0.409231,0.003591,0.003720,0.006919,0.171567,0.004293,0,0,0,0,0
cuda,DistillGPT2,16,7.212218,5.594313,1.568100,0.516849,0.053443,0.090481,0.257880,1.415823,0.182885,0.005538,0.019022,5.340333,0.115376,0.113489,0.007904,0.000120,0.000742,0.000096,4.695980,0.352751,3.595833,0.310710,0.007426,0.016002,0.149328,0.001403,3.283759,3.279151,0.225319,0.265157,0.001320,0.000193,0.000121,0.001729,0.000082,0.000052,0.023755,0.077160,0.000768,0.001555,0.021767,0.000297,0.000918,0.000143,0.000121,0.753806,1.776255,1.776055,0.945385,0.293514,0.105642,0.642045,0.029521,0.826756,0.462426,0.351449,0.004639,0.005047,0.269937,0.017516,0,0,0,0,0
cuda,ElectraForCausalLM,32,10.137080,10.002772,1.351638,0.644301,0.066419,0.092770,0.287765,0.016526,8.599076,0.115272,0.113493,0.006653,0.000028,0.000799,0.000020,7.769109,0.828973,4.394613,0.616127,0.015075,0.023941,0.422368,0.002026,3.777320,3.770497,0.375424,0.484526,0.002363,0.000179,0.000037,0.002001,0.000020,0.000010,0.032054,0.158297,0.001301,0.002385,0.037055,0.000079,0.001312,0.000039,0.000028,0.699866,1.796150,1.796100,1.765352,0.860769,0.126045,0.893891,0.045504,0.029443,0.010221,0.004280,0.126709,0.000319,0.005760,0.259345,0.010095,0,0,0,0,0,0,0
cuda,ElectraForCausalLM,32,9.354666,9.222819,1.243079,0.556085,0.064487,0.092857,0.281382,0.018836,7.926973,0.119522,0.118004,0.006367,0.000026,0.000805,0.000020,7.110489,0.694619,4.219370,0.574035,0.014697,0.024052,0.383868,0.002040,3.644247,3.638411,0.335738,0.458628,0.002328,0.000174,0.000033,0.001961,0.000018,0.000010,0.030780,0.151876,0.001291,0.002428,0.034402,0.000076,0.001308,0.000034,0.000026,0.815920,1.621720,1.621677,1.595609,0.747983,0.103179,0.837517,0.047217,0.024452,0.008349,0.003549,0.124652,0.000617,0.005415,0.219524,0.012248,0,0,0,0,0,0,0
cuda,GPT2ForSequenceClassification,4,10.848604,10.608050,3.087711,1.483689,0.185344,0.124154,0.422124,0.047774,7.415577,0.115160,0.113339,0.012860,0.000051,0.001919,0.000040,6.370992,0.965914,4.138179,0.729621,0.009797,0.020429,0.178159,0.002015,3.407613,3.402423,0.371090,0.448733,0.001999,0.000174,0.000045,0.001699,0.000019,0.000009,0.029875,0.148027,0.001194,0.002251,0.035736,0.000080,0.001233,0.000036,0.000026,0.603482,1.655384,1.655335,1.442285,0.473430,0.217435,0.960010,0.044111,0.226337,0.198884,0.003753,0.003097,0.221062,0.000762,0.005504,0.126351,0.021266,0.000704,0.000272,0.004942,0.004387,0,0
cuda,GPT2ForSequenceClassification,4,10.179574,8.887012,2.023615,0.702698,0.092065,0.111268,0.339948,1.064785,0.206142,0.005637,0.027986,7.801946,0.118138,0.116307,0.481591,0.000115,0.472815,0.000142,6.571513,0.555684,4.323320,0.344908,0.010734,0.027700,0.159125,0.002265,3.976890,3.970128,0.374651,0.469179,0.002110,0.000242,0.000092,0.001942,0.000065,0.000037,0.032381,0.152770,0.001321,0.002388,0.037582,0.000250,0.001442,0.000117,0.000104,0.621015,2.128726,2.128566,1.445322,0.484261,0.220779,0.949688,0.046629,0.682865,0.474388,0.190831,0.004039,0.012641,0.160465,0.007399,0.004217,0.000229,0.000089,0.000993,0
cuda,GoogleFnet,16,6.269258,6.177125,0.710452,0.287682,0.032105,0.060050,0.182838,0.008234,5.435170,0.115962,0.114511,0.005663,0.000025,0.000497,0.000019,4.771002,0.348123,3.423812,0.221311,0.004782,0.016682,0.064130,0.001936,3.201834,3.197983,0.247273,0.335016,0.001465,0.000122,0.000030,0.002044,0.000017,0.000010,0.031650,0.103506,0.000836,0.001541,0.026646,0.000071,0.000878,0.000034,0.000025,0.492739,1.882674,1.882630,1.717346,0.681522,0.147044,1.028007,0.048068,0.164256,0.153233,0.003153,0.087466,0.000053,0.005316,0.248564,0.014003,0,0,0,0,0,0,0
cuda,GoogleFnet,16,6.416393,6.320968,0.723194,0.277644,0.031649,0.066458,0.199617,0.009810,5.563903,0.116697,0.115043,0.007036,0.000029,0.000512,0.000021,4.899602,0.260605,3.537385,0.231079,0.004870,0.016889,0.068196,0.001974,3.305581,3.301602,0.200619,0.345883,0.001515,0.000130,0.000037,0.002190,0.000019,0.000009,0.032191,0.110307,0.000839,0.001643,0.028052,0.000096,0.000908,0.000034,0.000026,0.550100,1.962052,1.961996,1.794723,0.784338,0.140609,1.002153,0.050225,0.166154,0.155061,0.003272,0.089337,0.000377,0.005971,0.258001,0.014438,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,11.334519,11.188772,1.329991,0.652783,0.070572,0.091129,0.273464,0.018003,9.805518,0.116665,0.115086,0.006671,0.000027,0.000846,0.000021,9.014769,0.851676,5.802651,0.603913,0.016476,0.024341,0.346540,0.063410,5.197604,5.190654,0.589509,0.954431,0.003063,0.000236,0.000032,0.004574,0.000019,0.000010,0.035544,0.287710,0.001808,0.003048,0.066897,0.000084,0.001823,0.000037,0.000032,0.796858,2.412112,2.412064,2.267548,0.855233,0.160008,1.400416,0.060823,0.142871,0.118841,0.004146,0.135965,0.000322,0.019712,0.226572,0.006022,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,11.337179,11.201168,1.278457,0.572872,0.070974,0.098654,0.291344,0.019036,9.867794,0.117708,0.115905,0.007772,0.000037,0.000901,0.000024,9.030867,0.656697,5.822622,0.622003,0.016431,0.024685,0.359364,0.066438,5.199364,5.191531,0.459440,0.938811,0.003851,0.000237,0.000037,0.004765,0.000021,0.000011,0.036735,0.300106,0.003122,0.004836,0.071360,0.000096,0.002126,0.000042,0.000027,0.916177,2.438983,2.438935,2.293501,0.939572,0.126130,1.342337,0.061931,0.144254,0.120994,0.003773,0.126158,0.000250,0.005617,0.168662,0.005578,0,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,7.797422,7.744381,0.932232,0.485088,0.038681,0.039146,0.103942,0.011679,6.786778,0.117624,0.116031,0.006760,0.000029,0.000637,0.000021,6.244828,0.600855,3.992150,0.394293,0.007693,0.028660,0.206534,0.002020,3.597083,3.592495,0.435950,0.831820,0.002239,0.000183,0.000038,0.001341,0.000019,0.000009,0.030135,0.158140,0.001254,0.001989,0.393588,0.000097,0.001225,0.000039,0.000027,0.653113,1.513502,1.513451,1.481453,0.575944,0.332009,0.898786,0.046123,0.031381,0.020127,0.006273,0.003536,0.047538,0.000135,0.005570,0.372831,0.011668,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,7.441717,7.394299,0.884714,0.431534,0.038049,0.043522,0.107927,0.012217,6.484019,0.117266,0.115277,0.006626,0.000029,0.000649,0.000020,5.946683,0.449303,3.940079,0.413012,0.007916,0.030678,0.221805,0.002091,3.526281,3.521868,0.331250,0.771216,0.002754,0.000181,0.000036,0.001385,0.000017,0.000010,0.030343,0.464966,0.001427,0.002290,0.037266,0.000089,0.001532,0.000042,0.000026,0.778368,1.482358,1.482313,1.449619,0.569932,0.313127,0.873970,0.047264,0.031539,0.021049,0.006501,0.003531,0.041917,0.000777,0.090957,0.386296,0.018189,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,49.703891,48.017291,5.405046,3.329385,0.277492,0.130746,0.447700,1.440398,0.209872,0.006244,0.093709,43.862214,0.115137,0.113436,0.016837,0.000094,0.002673,0.000079,42.955193,4.950376,24.499907,2.268618,0.209013,1.025599,0.607017,0.004581,22.226894,22.203823,2.382952,3.400023,0.011724,0.000930,0.000100,0.108636,0.000100,0.000038,0.210151,0.107466,0.006128,0.009680,2.708569,0.000301,0.007011,0.000133,0.000100,3.776696,11.827780,11.827617,11.709816,4.171551,0.741164,7.519981,0.121586,0.115782,0.021026,0.066013,0.010701,0.005851,0.687611,0.010728,0,0,0,0,0
cuda,AllenaiLongformerBase,4,8.136115,6.459140,5.369400,3.664339,0.282096,0.136875,0.457538,1.436278,0.207231,0.004277,0.093720,2.331114,0.117354,0.115430,0.017069,0.000093,0.002694,0.000079,1.325130,0.058833,1.126894,0.462002,0.000912,0.004504,0.031052,0.000499,0.664447,0.663139,0.077096,0.065159,0.000318,0.000058,0.000056,0.000611,0.000031,0.000019,0.021753,0.005012,0.000171,0.000386,0.005599,0.000132,0.000226,0.000056,0.000048,0.085957,0.366339,0.366262,0.300132,0.071040,0.014547,0.225308,0.006965,0.095138,0.014922,0.052759,0.001818,0.006643,0.018479,0.042334,0.001661,0.000636,0.007517,0.010524,0
cuda,BartForCausalLM,4,8.259719,8.151846,1.034915,0.447746,0.058132,0.093510,0.254310,0.016505,7.071144,0.115369,0.113623,0.006693,0.000029,0.000764,0.000020,6.283675,0.583377,3.995342,0.428482,0.012834,0.019640,0.244033,0.001974,3.565804,3.213309,0.406888,0.464174,0.002333,0.000189,0.000037,0.003588,0.000019,0.000010,0.032666,0.153408,0.001384,0.002591,0.039266,0.000084,0.001361,0.000037,0.000027,0.669548,1.274612,1.274559,1.244773,0.357009,0.110160,0.877059,0.048130,0.028625,0.013462,0.003770,0.002191,0.101786,0.000333,0.005274,0.186245,0.010083,0,0,0,0,0,0
cuda,BartForCausalLM,4,7.662737,7.559961,0.939212,0.376783,0.056022,0.087722,0.240704,0.016976,6.575771,0.115009,0.113410,0.006279,0.000028,0.000766,0.000025,5.777941,0.442119,3.817242,0.680442,0.012306,0.019316,0.244575,0.001965,3.135821,3.128841,0.330180,0.446786,0.002415,0.000192,0.000034,0.003451,0.000017,0.000010,0.030300,0.146636,0.001394,0.002599,0.038912,0.000076,0.001425,0.000035,0.000025,0.748428,1.209163,1.209120,1.180849,0.331135,0.090372,0.839880,0.049152,0.027295,0.012856,0.003653,0.004282,0.096831,0.000329,0.008232,0.129021,0.009762,0,0,0,0,0,0
cuda,BertForMaskedLM,16,8.094385,7.964870,1.131350,0.449312,0.054212,0.093410,0.289842,0.013658,6.786616,0.115638,0.113505,0.007140,0.000044,0.000717,0.000025,5.999145,0.529773,3.929002,0.803847,0.007871,0.030446,0.251238,0.002159,3.124133,3.115995,0.399080,0.454647,0.002792,0.000173,0.000039,0.000959,0.000017,0.000010,0.031820,0.153031,0.001500,0.002791,0.037598,0.000092,0.001553,0.000035,0.000027,0.614635,1.240892,1.240843,1.215563,0.349170,0.113155,0.855870,0.049570,0.024100,0.008558,0.002472,0.123032,0.000116,0.021809,0.176987,0.012769,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,7.676837,7.552297,1.010200,0.367508,0.051877,0.091290,0.275033,0.014115,6.495072,0.117580,0.115960,0.006003,0.000027,0.000682,0.000020,5.666821,0.400347,3.851490,0.706613,0.007952,0.291164,0.256381,0.002082,3.143887,3.137081,0.325873,0.453751,0.002206,0.000175,0.000032,0.000750,0.000016,0.000009,0.031607,0.157755,0.001464,0.002660,0.036777,0.000076,0.001341,0.000035,0.000026,0.750443,1.191917,1.191876,1.169196,0.344073,0.096555,0.814708,0.050839,0.021979,0.006936,0.002262,0.118204,0.000398,0.014731,0.126867,0.012842,0,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,15.571970,15.380650,1.944901,0.737975,0.107579,0.150633,0.412143,0.029440,13.355185,0.117991,0.116485,0.008897,0.000028,0.001445,0.000020,12.232561,1.050448,7.567899,0.647780,0.024639,0.037553,0.413739,0.003641,6.918194,6.906530,1.315537,0.895725,0.005514,0.000353,0.000039,0.006966,0.000023,0.000010,0.041870,0.309243,0.003244,0.005633,0.078334,0.000106,0.003227,0.000045,0.000028,1.247527,2.690312,2.690257,2.640302,0.845867,0.369314,1.774220,0.102486,0.048898,0.021631,0.006890,0.002906,0.177328,0.000496,0.006140,0.146261,0.009890,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,14.004857,13.820415,1.636150,0.639966,0.107906,0.148139,0.410976,0.031653,12.102721,0.315683,0.314144,0.009244,0.000027,0.001407,0.000022,10.816742,0.871935,7.084165,0.651459,0.024515,0.036643,0.417753,0.003626,6.430854,6.419222,0.618509,1.161129,0.004474,0.000336,0.000034,0.006577,0.000020,0.000009,0.039842,0.619455,0.002699,0.004775,0.074878,0.000080,0.002683,0.000036,0.000025,1.403762,2.481055,2.481007,2.425746,0.717181,0.261935,1.687947,0.105355,0.054250,0.027234,0.010279,0.003177,0.171011,0.000430,0.009002,0.186389,0.009380,0,0,0,0,0,0
